best_title	translated
泰康全能保2015怎么样？保障多不多？	2015年泰康全能的保护?
小孩人寿保险适合买哪些产品？	人寿保险产品适合买什么孩子?
小孩适合买什么保险？在上小学之前给孩子买什么保险？	孩子买什么保险?
城镇居民医疗保险要不要办，已经有社保和商业保险了	你想做城镇居民医疗保险,这是一个社会保险和商业保险吗
儿童保险在五岁的时候买什么产品好，教育金产品要不要这个时候买？	5岁儿童保险购买什么产品好,教育基金会的产品这次你想买吗?
给小孩买什么保险好？小孩子的保险能买哪些？	什么是好的保险买一个孩子吗?
人寿少儿保险能给孩子投保吗?孩子三岁多怎么买?	可以为孩子生活孩子的保险?
宝宝保险现在能买吗？宝宝出生有好几个月了	宝宝现在可以买保险吗?
君龙鑫富利终身寿险怎么样？产品保障全面吗？	小君长欣一生?
重疾险比较好的有哪些？单身收入三四千买什么样的重疾险？	重疾病风险更好的什么?
老人保险在六十岁的时候能买哪些险种？	老年人保险是种植在60岁买吗?
适合中老年的保险多不多，能买哪些保险？	适合中老年保险多少钱,可以买保险吗?
大病险商业险给家里小孩子买要多少保费，普通家庭买多少钱的好？	破旧的大型商业风险儿童购买房屋保险多少钱,普通家庭买多少钱?
友邦保险的产品怎么样？买的人多不多？	友邦保险的产品吗?
人寿保险险种介绍的产品怎么样？	人寿保险是种植产品介绍吗?
太平洋人寿保险的险种多不多，给家里正在上*学的孩子买好吗	太平洋人寿保险是种了许多不多,你买回家是*上学的孩子
哪个疾病保险好？什么样的疾病保险保障的疾病更多？	疾病保险?
常青树保险好不好保费选择多少的好	有多少好常青树保费保险是不错的选择呢
给婴儿买什么保险好？哪些保险不能少	什么是好的保险购买婴儿吗?
华夏保险常青树怎么样	中国保险常青树
少儿人寿保险的险种哪些是必须要买的，孩子今年四岁寿险该怎么买	孩子的生活是一个必须购买保险,孩子今年4岁生活如何购买
平安福保险怎么样？给老年人买可以吗	f平安保险吗?
泰康全能保能保哪些，具体保障内容是什么	泰康全能的保护可以保护什么,什么是特定的安全
重大疾病医疗保险保额要选择多高的合适	重大疾病医疗保险选择正确的多少
重疾险哪个好？给小孩子买重疾险保费要多少	重疾病风险好吗?
意外伤害医疗保险买了好不好，这个和意外伤害保险有什么不同	意外伤害医疗保险买的是好的,有什么区别,意外伤害保险
华夏重疾保险一份要多少钱保费高不高	大病保险费是多少中国高不高
小孩保险哪些保险产品是不能少的	儿童保险哪些产品不能少
平安人寿险种多不多，经常出差的人能买什么产品	平安人寿保险是种了许多不多,经常出差购买什么产品
人寿保险对于刚结婚的人买什么样的好	人寿保险对刚结婚的人买什么好
太平洋金佑人生怎么样，保障多不多	太平洋金是如何你的生活,你有多少安全
华夏人寿常青树保障高吗给多大的人投保	华夏人寿常青树保护高,请给多少人保险
网上保险投保安全吗现在在网上买放心吗？	在线保险现在是安全的在网上买吗?
少儿医疗保险是孩子出生以后就能买吗	儿童健康保险出生的孩子在未来将能够购买
富德生命人寿怎么样，可以选择的产品多吗	富尔德生活,如何选择产品
重疾险能不能给小孩子办理，孩子才三岁能买吗	重疾病风险可以给孩子,孩子只有三岁可以买
合众人寿保险怎么样，作为婚后的上班族能买什么产品	现代生活保险,作为上班族的婚姻可以买什么产品
商业医疗保险多少钱一份	商业医疗保险多少钱
德*签证保险怎么买？	德*签证买保险吗?
天安人寿卖的保险好不好？	天安人寿卖保险?
汽车保险怎样买	如何购买汽车保险吗
出租型房屋保险如何投保	如何确保租赁住房保险吗
私家轿车强制险多少钱？	私家车强制保险多少钱?
华夏人寿的保险怎样小地方也能买到吗	中国人寿保险多小的地方也可以买
退办医保卡需要什么手续吗？	返回一个医保卡需要哪些手续?
车船税去哪里交	车辆和到哪里去
汽车保险怎么买	如何购买汽车保险吗
生育保险怎么报	生育保险报价
二手车保险需要买哪些	需要买什么二手车保险
保险续费延期多长时间	需要多长时间保险更新扩展吗
厦*报销生育保险需要提供什么材料	大厦*报销生育保险需要提供什么材料
个人养老保险怎么缴纳	如何缴纳个人养老保险
机动车强制保险最多能报销多少钱	机动车强制保险可以报销多少钱
西*牙签证保险怎么买？	西牙*签证买保险吗?
费改后车险续保注意哪些事项	改变汽车保险费用后续订通知什么项目
我二十岁买养老保险怎么买？	我今年20岁,如何购买买养老保险吗?
养老保险和医疗保险的区别是什么	之间的区别是什么养老保险和医疗保险吗
新车需要买的保险有哪些	什么是保险需要买一辆新车吗
购车一年，都需要买哪些保险合适？	汽车一年,需要买什么保险?
今年五十岁了是否还可以买社会养老保险,能领养老金吗?	今年五十岁,如果我还可以购买社会养老保险,会导致养老金吗?
新车第二年车损险续保要注意什么	新车在第二年的车损险同意注意
新华人寿保险怎么退保？	新华人寿保险投降吗?
车险赔款如何领取	汽车保险赔偿如何接收
医保卡丢了怎么办	医保卡丢了
农村户口怎么买养老保险	农村户口买养老保险吗
婴幼儿2016的社区医保怎么办理	婴儿和婴儿2016社区医疗如何处理
现在买车需要交哪些保险？	现在买一辆车需要支付保险吗?
生育保险报销比例是多少	生育保险报销比例是多少
办理养老保险转移需要多长时间	需要多长时间办理养老保险转移
车子未交强险驾驶员有什么处罚吗	汽车没有支付保险试点的惩罚
车险续保需要什么证件	汽车保险续签需要什么证件
养老保险交15年后可以不交了吗	养老保险缴纳15年不能支付
重大疾病保险一年多少钱，怎么买重大疾病险划算	重大疾病保险一年多少钱,如何购买重大疾病保险值得的
车辆保险去年不出险，今年续保，一般优惠多少？	车辆保险不是或者摆脱危险,去年今年更新,一般折扣吗?
潍*车辆能不能在滨州上车险	潍坊柴油机可以在滨州*汽车汽车保险
自由职业者如何缴纳社保？	如何支付社会保障自由职业者?
车辆保险不过户有影响吗	车辆保险但有影响力的家庭
如何退社保？	社会保障如何回来?
个人怎么办理社保	人们如何处理社会保障
车险怎么买最划算	买最便宜的汽车保险
现在学生要办社保吗	现在学生的社会保障
分红型保险退保怎么退	分红保险投降如何回来
申根签证保险哪家好	申根签证保险这很好
医保本丢了怎么办	卫生保健在这迷路了
个人怎样办理广州社保	如何处理个人社会保障在广州吗
购买防癌保险要注意哪些	癌症保险应注意什么
男员工也可以享受生育保险吗	男人也可以享受生育保险
养老保险可以跨省转移吗	养老保险可以跨省转移
强制保险包括哪些方面	强制保险包括哪些方面
第三者责任险必须买吗？价格便宜不？	第三方责任保险有买吗?
五菱货车商业保险第三者保险大约需要多少钱？	五菱的第三方商业保险需要多少钱?
人寿保险已过犹豫期退款怎么样退，扣不扣钱	人寿保险犹豫如何问题退款已经回来,扣没有钱
意外伤害保险多少钱，在哪里买划算	意外伤害保险多少钱,你在哪里交易
如何办理境外保险	如何应对海外保险吗
保险种类有哪些，保险分类，保险类型	什么类型的保险,保险类别,类型的保险
异地购车怎么购买交强险。打个电话能买吗？	长途汽车如何买保险。
购买商业医疗保险后多久可以使用	购买商业医疗保险后多久可以使用
汽车强制险过期了一个月会罚款吗	汽车强制保险过期罚款一个月
车险上路机动车未粘贴保险标志会受到什么处罚	汽车保险机动车上没有粘贴保险标的将受到惩罚
医保和农合是一回事吗?重复了有效吗	医疗保险和农民是一样的吗?
在银行买保险和在保险公司买保险有什么区别	在银行买保险和之间的区别是什么保险公司购买保险
靖*县医保报销需要什么材料	京*县保险报销需要什么材料
异地养老保险可以随时转回老家吗?	不同的养老保险可以回头吗?
买保险需要什么证件吗	买保险需要什么证件
上*车上*保险在无*出险如何理赔	没有* * *的汽车保险赔偿的索赔
如何办理养老保险跨省转移	如何应对养老保险跨省转移
异地就医医保如何报销	远程医疗医疗报销多久
养老保险个人交与单位交的区别	养老保险个人单位支付的区别
福*医疗保险卡去贵*用吗?	医疗保险卡f * *使用吗?
商业养老保险是否有投保年龄限制	如果有一个覆盖商业养老保险的年龄限制
生育保险报销流程,怎么报销	生育保险报销流程,如何报销
二手车过户后保险该怎么办理过户	二手车过户后保险如何处理转移
保险经纪人与保险代理人有何区别	有什么区别的保险经纪人和保险代理人
自燃险属于独立险种吗	自燃风险属于独立的报道
车子卖了，但是保险没有过户怎么办	车卖了,但是保险不转移
个体户办理养老保险需要什么材料	Soho养老保险需要什么材料
办养老保险缴费凭证需要哪些资料	哪些数据需要做养老保险费证书
美国航空保险主要有哪些	主要的美国保险是什么
离职后医疗保险怎么办	离职后医疗保险
商业保险属于社会保险吗	商业保险属于社会保险
个人办社保需要什么条件	个人社会保障办公室需要什么条件
齐*牌照在哈*滨*车*行*	*牌照的车哈* * * *
个人买养老保险多大年龄可以领取保险金	老人买养老保险如何得到保险金
个人如何缴纳社保缴纳方式有哪些	个人如何缴纳社保是什么支付方式
贺*人去桂*生孩子可以报生育险吗	孩子去广西,* *可以报生育风险
防癌险和重疾险的区别	癌症风险和沉重的疾病风险之间的区别
储蓄和保险的区别在哪里	有什么区别储蓄和保险
重*市非本地户口新生儿如何参保	*多重城市本地户籍的新生儿人参
自用车保险中的代收车船税怎么计算的	自从汽车保险的计算收集车辆
赤*的车在锦*能办车险吗	红金* *的车可以申请汽车保险
单位车辆办理车险需要什么手续	单位车辆汽车保险需要办理什么手续
二手车保险过户需要什么手续	二手车保险转移过程所需要的东西
在安*结婚的重*上班的可以报生育保险吗	沉重的* *结婚安能报生育保险工作
养老保险手续应该怎么办？	养老保险应该怎么做?
车过户保险怎么办	汽车保险转移
芜湖汽车在南*可以买保险吗	芜湖汽车在南*可以购买保险
公司职工参保与自己购买的商业保险冲突吗	企业职工参保和商业保险购买自己的冲突
有生育险，怎么报销	有生育风险,如何报销
滁*新农合可以在南陵报销吗	锄禾*新农业可以部分报销
交强险是什么意思在事故中夲人全责，可以得到保险吗？	的意义是什么保险事故责任的人,可以得到保险?
男士参生育保险有什么用？	男人和生育保险有什么用?
外地车如何在天*办车险	天*车险的外国汽车如何处理
珠海社保转入永州流程	珠海社会保障到永州的过程
保险公司赔偿误工费怎么算,最少算多久	保险公司弥补失去的工资是多少,至少计算多久
苏*的车子可以买陕*保险吗?	这辆车可以买山苏* *保险吗?
湖*省的车在贵*平*可以买车险吗	湖平的车在你的* * *省可以买汽车保险
交强险理赔缺身份证复印件能赔吗	保险索赔缺乏身份证复印件来补偿
新公司办理社保需要哪些资料？	新公司办理社保需要什么数据?
车险理赔案件的有效期是多久	多久是汽车保险索赔的有效期
什么是自愿保险和强制保险	保险自愿和强制保险是什么
网上怎么买保险有哪些注意事项	有什么注意事项网上怎么买保险吗
在成*贷款买车需要买哪些车险？	*贷款买车需要买汽车保险吗?
农保和社保的区别	农业保险和社会保险的区别
酒驾死亡会得到保险公司的赔偿吗	酒后驾车死亡将由保险公司赔偿
在湖*买社保可转回江*吗	湖买社保可以转回江* *
车险在大*买的,在沈*可以续保吗	汽车保险在大* *买沈可以更新
重大疾病险包括哪些疾病及投保重疾险需要注意什么	什么疾病和重大疾病保险包括严重疾病的风险需要注意
无过责任险是什么意思?无过责任险有必要买吗?	你什么意思没有责任保险?
汽车保险过期可以过户吗	汽车保险到期可以转让
可以用保险申请贷款吗	您可以使用保险申请贷款
车辆保险可以过户吗，需要办理哪些手续	车辆保险可以转移,需要办理什么手续
太平人寿能办理异地车险吗	太平天国的生活可以处理不同的汽车保险
买二手车保险没有过期可以过户吗	可以买一辆二手车保险没有过期转移
财产保险和人身保险的区别	财产保险和人身保险的区别
养老保险补办需要什么手续	养老保险需要什么手续
买了意外保险，意外保险怎么查询保单信息？	如何购买意外保险,意外保险信息查询政策?
农村养老保险可不可以一次性交纳？	农村养老保险可以一次性付款?
义*新农合与医保有什么区别	义*新农业和健康之间的区别是什么
恩*新农合在同济可以报销吗	呃*新农业在同济大学可以报销
新车的第二年车险应该上哪些，有什么需要注意的么	第二年的新车保险应该是什么,需要注意什么
公司买社保和个人买社保有什么区别?	之间的区别是什么公司买社保和个人社会保障吗?
浙*省*兴的车在贵*能买保险吗	在你的* * *省浙江兴汽车购买保险
重*市生育险交多长时间可以报销，怀孕后在交生育险能报销吗	重*城市生育保险多久你可以报销,怀孕后可以支付生育保险报销
嘉*失业金怎么领取的	贾*接受失业救济
池*城镇新参医保后什么时生效	池*新城和医疗保健有什么影响
保险理财和银行理财有什么区别	之间的区别是什么保险融资和银行融资
医疗险和重疾险的区别在哪里	卫生保健和疾病风险之间的区别在哪里
申报生育津贴需要什么材料	申报生育津贴需要什么材料
福*省报销生育保险需要哪些材料	F *省报销生育保险需要什么材料
湖*如何办理个人社保	湖*如何处理个人的社会保障
太平车险比如商业险在湖*买了交强险在杭*买可以吗	太平保险等商业保险在杭州买了保险在湖里* *可以买
商业团体养老保险合同生效后可以撤回吗?	商业社会养老保险合同生效后可以撤回?
团体意外险申报理赔材料是复印件可以用吗	集团伤亡报告称材料可以使用复制
退保是解除合同吗	投降是取消合同
安*六安牌照在浙*可以买保险吗	安*浙江菜肴许可证*可以购买保险
在上*交的养老保险能转到四*去吗	*支付养老保险可以变成4 *
社保开户的办理条件有哪儿些？	处理情况有一些社保账户吗?
社保和商业保险有什么不同之处	什么是社会保险和商业保险的区别
汽车保险车子是苏*的,从阜*买保险可以吗?	丘的汽车保险汽车是苏*,*可以买保险吗?
外地车险在京能办吗	外国汽车保险在北京可以做
保单年检主要检些什么	什么样的政策年检主要检查
人寿保险合同与财产保险合同的区别	人寿保险和财产保险合同之间的差异
户口在河*能在山*办医保吗	户口在山*河*可以处理的报道
香*重疾险的理赔程序怎么走?	甜*重病保险索赔程序?
车过户了保险还没有到期该怎么办理	改变汽车保险的名称没有过期如何处理
宕*医保卡丢了怎么挂失	挂失的*医保卡丢失
人在大武口生育险在银*怎么报销	吴大嘴巴的人生育风险银*如何报销
汽车保险中机动车损失险与盗抢险有什么区别	之间的区别是什么汽车保险机动车损失险和被盗
汽车商业险有必要上第三者责任保险吗	汽车商业风险必要的第三方责任保险
河*新农合在山*能否报销	* *新农业山区河流可以报销
新农合异地报销有没有重大疾病保险	新的农业在不同地面任何重大疾病保险
12岁孩子办理社区保险都需要什么手续，去哪里办理	社会保险12岁的儿童需要什么手续,去哪里要处理
小孩未满半岁可随父母保医保吗	年半以下儿童保险
新农合保险可以停买后来年再买吗？	新农业保险可以停止再买年后?
广*玉*市的医保卡在柳*能用吗?	宽* *城市玉健康卡在刘*工作?
大*失业期间怎么交医疗保险	大*失业期间如何支付医疗保险
户口在四*人在昆*可以买社区医保吗	户口在四个* *可以买社区卫生保健在昆明
车险温*牌照能在邵*交不	汽车保险可以在温邵*不*执照
深圳医保绍兴能用吗	深圳医疗绍兴工作
年金保险于分红保险怎样界定	定义养老保险保险的分红
什*市的户口在都*堰生育能报保险吗	在所有账户* *城市堰生育保险报价
青*劳*局规定多大年纪可以领生育险	绿色* *局法律几岁可以生育保险
汽车上的强制险标示和汽车年检标示是怎么看的，代表什么意思？	汽车和汽车上的强制保险标志标记你觉得年检,代表什么意思?
订立保险合同十天犹豫期内双休能退保吗	订立保险合同十天犹豫期可以双休投降
车险是长*的在济*出事故了怎么办	汽车保险是长* *一个意外
太平车险比如商业险在湖*买了交强险在杭*买可以吗	太平保险等商业保险在杭州买了保险在湖里* *可以买
带行驶证和驾驶证可以办理车险吗	与车辆许可证和驾驶执照可以处理汽车保险
车险中的第三者险包括哪些？	第三方风险的汽车保险包括什么?
重*生娃娃拿去四川报生育险要哪些证件	出生时重*娃娃去四川是什么证书
16周岁的孩子买人身保险有什么限制吗	有什么限制16岁以下儿童购买保险吗
企业补充医疗保险与商业补充医疗保险有什么区别	企业补充医疗保险、商业补充医疗保险的区别是什么
社会医疗保险停了一年可以报销吗	社会医疗保险已经停止一年可以报销
新车购买车险流程	新车购买汽车保险过程
锦*的车保险帖丢了怎么?	金*后失去了汽车保险吗?
申报生育险需要什么资料？	申报出生危险需要什么数据?
订立保险合同时投保人应具备哪些条件	订立保险合同时,投保人应该有什么条件
江*车可以在防城港买保险吗?	江*车在防城港可以买保险吗?
如何生育保险办理	如何处理生育保险吗
登*市*道*办理新农合需要什么材料	* * *城市应对新农民需要什么材料
南*买的车,在西*买车险,能理赔吗	南*购买汽车,在西方*汽车保险,可以索赔
满了55岁但还没满56岁能买人身意外险吗	满55岁,但是在56岁之前,你可以买个人身保险
*光保险在贵*买的车险单掉了怎样补	在你的* *光保险购买汽车保险列出如何填补
强制车险过期怎么罚款	强制保险过期如何好
长期在海上打鱼怎样购买人身意外伤害保险	如何购买在海里钓鱼很长一段时间的人身意外伤害保险吗
深圳生育保险能在汕*用*	深圳可以在砂岩生育保险,* *
运费险是啥意思	货运风险是什么意思
美*人都在买什么人寿保险	美丽的*人们购买人寿保险
互联网保险和传统保险的区别在哪里	互联网和传统保险保险有什么区别
本人没身份证可以买保险吗	我没有身份证可以买保险
保险退保犹豫期怎么界定	如何定义保险投降犹豫地问题
在重*买的生育险,在海*生小孩能报销吗?	在重买生育保险,在海里*婴儿能报销吗?
新农合异地怎么加入	新农业和长途如何加入
农户大病保险办理流程	农民大病保险交易过程
合*车可以在桐*买交强险吗	或者可以在东* *车买保险
知道保单号可以退保吗	知道保单编号可以投降
广*贺*车牌可以在佛*购买交强险吗	宽板可以在* *购买保险,*
犹豫期和宽限期期间退保的区别方面	犹豫期,在宽限期投降的不同方面
用人单位必须为劳动者无条件购买哪些保险	用人单位必须无条件的什么保险的工人
汽车保险种类有哪些？	什么样的汽车保险?
外地车,外地身份证能在浙*买车险吗	外国汽车,外地身份证可以买汽车保险浙江*
退保险没有合同可以退么	返回保险合同不能返回
在东*买人身意外险在青*能保吗?	在东方*可以在绿色购买个人保险*保险吗?
保险公司新单犹豫期节假日除外吗?	保险公司新单犹豫期除了假期吗?
陕*子*生育保险夫妻双方都可以报销吗	山* *的儿子生育保险夫妻双方都可以报销
生育险交多长时间可以报销	生育保险多久你可以报销
网上如何购买车辆保险发票怎么办	如何在线购买车辆保险发票
城镇户口能交新农合养老保险吗	城市户口做出新的农业和养老保险
如何界定国内货物运输保险的责任范围	如何定义在国内货物运输保险责任的范围吗
商业养老保险与农村新农保冲突吗	商业养老保险和农村新农保持冲突
商业保险与社会保险区别	商业保险和社会保险的区别
小孩有出生证明可以买商业险吗，出险可以理赔吗	孩子出生证明可以买商业保险,声称它可以或摆脱危险
东*车牌可以在重*买保险吗	东在沉重的* *板可以购买保险
**哈*的失业金可以在南*领取吗	哈* * *的失业救济金可以声称在南*
人身保险主要种类有哪些？	人身保险主要物种?
我有一个人身保险存单丢失怎么?是需要挂失吗？怎么办里？	我有一个个人保险证书丢失如何?
广*贺*车牌可以在佛*购买交强险吗?	宽板可以购买保险,* *,* ?
湖*的生育保险能不能在湖*用	*可以生育保险在湖里,湖里*
出事故七八天强险报了商业险还能报吗	强大的事故QiBaTian风险业务风险也将报价
淳*县医保卡丢了怎么办	春*县医保卡丢了
车辆出险以后续保费怎么计算	车辆或摆脱危险的后续费用如何计算
理财保险能过户么	金融保险可以转移
有在慧择网买保险被骗的吗？一会儿问题就会被屏蔽或删	在回族选择网络购买保险被骗?
车辆撞人逃逸后,保险公司不予理赔吗	汽车撞人逃逸后,保险公司不得索赔
报销生育保险需要哪些材料	报销生育保险需要什么材料
蚌*市生育保险生完孩子后怎么报销	蛤*城市生下孩子后生育保险报销
张*的车在嘉峪关可以报车险么?	在嘉峪关张*汽车可以提供汽车保险吗?
失业金可以异地领取吗	失业可以是不同的
永*生育险报销需要什么证件和什么程序	从未*生育保险报销需要什么证书和程序
可以衢*上汽车牌照江西交交强险吗	瞿能交*车牌江西保险吗
合*的车子一年出险两次在合*买不了保险吗	*汽车每年两次在我们*不买保险
富邦车险怎么退保需要什么	富邦汽车保险如何投降的需要
宁*牌照可以去株洲买保险吗	可以更好地*执照在株洲买保险吗
甘*车牌可以在其他省会买保险吗?	在其他省会f *车牌可以买保险吗?
重疾险的保单提交后，需要多久能收到保单？	提交重大疾病保险,需要多长时间来接收政策?
苏州牌照的车在信阳能买保险吗?	苏州牌照的车在信阳可以买保险吗?
湖*车损险中的基本保费是如何规定的?	基本保险费湖*车损险是如何提供?
误工费怎么赔偿。伤者要提供哪些资料	如何工作的补偿。
保险中的被保险人概念是什么?需要什么条件	被保险人在保险的概念是什么?
刚买了保险可以退保吗？	可以买保险投降吗?
乌*木*牌照的车在喀什能不能买交强险	Uri * *木许可在喀什,你可以购买保险
在无*可以买兰*的车辆强险吗	没有汽车强* *可以购买风险
意外险包括哪些范围	伤亡什么范围
商业医疗保险和社保能一起报销吗	商业医疗保险和社会保障可以一起报销
购买香*保险后理赔和就医需要到香*吗？	甜*保险索赔和*后需要去看医生吗?
重大疾病保险为什么要确定必保疾病？必保疾病有哪些	为什么确定重大疾病保险将保护疾病?
小车交强险续保，没有车主身份证，有行驶证可以吗？？	汽车保险更新,没有所有者id、汽车执照吗? ?
老人户口本可以办保险吗	老人可以户口本保险
持q1签证要在美*待半年,应该买什么保险	Q1签证*在美国呆半年,应该买什么保险
保单怎么申请的全额退保	如何申请的政策完全投降
新华保险合同丢失怎么办	新华保险合同丢失
新车异地怎么年检？怎么较保险，车船税，	新汽车年检长途吗?
儿童把别人撞伤能用意外险吗	孩子可以把人受伤的牺牲品
工地买了建工险，出了事故多长时间上报保险公司有效	多久买一个建筑工地的风险,保险公司的事故报告是有效的
学生保险第一次保就发生了疾病第二次还能续保?	学生保险首次可以保护疾病发生了第二次更新吗?
哪些属于交强险，哪些又属于商业险	属于保险,属于商业保险吗
美*房屋保险的索赔有时限吗？	*家保险索赔有时间限制吗?
三年前买的保单可以贷款吗	三年前购买保险可以贷款
车辆是济*的可以从莱西买保险吗	车确实是*可以买保险的花边
外地牌照在杭*可以买保险吗？是不是会贵很多？	外地牌照*在杭州可以买保险吗?
安邦保险退保几天到帐	商业保险账户几天投降
金*可以给台*车辆上保险吗	黄金* *车辆保险
商业险里每个险种都可以买不计免赔吗？	商业风险在每个险种可以买到不包括特许经营吗?
二手车过户后保险也要去过户吗	二手车转让保险将改变名字
新华保险保单丢失怎么退保	新华保险政策贷款损失
车辆发生全损赔偿后盗抢险能退吗	总薪酬后车辆被盗可以退休
慧择网与保险公司网站的服务区别	回族选择网站与保险公司的服务
在保险公司买的保险把保单给丢了，怎么办？会理赔么	在保险公司购买保险政策丢失,怎么办?
保单的账户里的款能否被冻结？	政策的资金账户会被冻结吗?
定损后多久能赔付到帐	多久后可以支付的费用帐户吗
保险保单里的观察期一个月是怎么意思？	观察期间的保险政策是一个月你的意思如何?
基本医疗保险与大病医疗保险有什么区别	有什么区别的基本医疗保险和大病医疗保险吗
十*车能在随州买保险吗	在随州十*车可以买保险
慧择网买保险靠谱吗？不是骗人的网站吧？	回族选择由光谱净购买保险?
犹豫期退保用户口本行吗	犹豫期贷款帐户的银行
社保跟保险有什么区别	社会保障和保险的区别是什么
残疾人在工地干活是不是买不到保险	在建筑工地工作的残疾人是不能买保险
保险生效十三天可退保吗?是交金额几成?	影响保险十三天投降?
在辽*省*州*自己开店怎么给员工办保险	廖* * *省国家保险的员工,他们的开店
武*车牌可以在株*买车险吗?	吴在植物* *板可以买汽车保险吗?
人身保险合同丢了怎么办	失去了人身保险合同
车辆被盗保险退保需要什么	车辆盗窃保险需要投降
年满18岁以后用什么保险？	至少18岁以后什么样的保险?
美*老年人怎样参加医疗保险	*如何老年人参加医疗保险
武*汽车保险理赔是怎么办理的	吴*汽车保险索赔如何处理
机动车没有买保险在路上行驶有罪吗	汽车在路上没有买保险是有罪的
在天猫上怎么买人身意外险	如何在淘宝商城买人身保险
驻*店的车在济*缴的保险可以理赔吗?	在* *店的车能支付保险索赔?
买保险受法律保护吗	买保险是受法律保护
安康两全保险合同丢了怎么办	安康养老保险合同
个人保险是怎样避税的？	人身保险税吗?
不同工种购买的旅游保险有差异吗	有不同类型的工作之间的差异购买旅行保险
寿险保单犹豫期保单遗失如何补办	犹豫期政策失去了如何补办一个人寿保险政策
购买的平安安康A不超过五天可以退吗？	买的平安安康不超过五天可以返回?
车辆变更车险作废吗	汽车改变了汽车保险无效
65岁老人随迁深*户口能买重病险吗?	65岁之后,破旧的深*户口可以买到重吗?
人身保险可以退保吗	人寿保险可以投降
保全保单退保需要提供那些资料	安全政策投降将需要提供这些信息
什么是自愿保险和强制保险，二者有什么区别	是什么保险自愿和强制保险,两者的区别是什么
理财保单丢失怎么补办?	金融政策失去了如何填补?
泰*教师意外险需要什么证件	泰*老师伤亡需要什么证书
三责不计免赔险是什么意思	三个主要包括特许经营风险是什么意思
建筑意外伤害保险是强制性保险吗	建筑意外伤害保险是强制保险
太*的车险在翼城可不可以交	*汽车保险在翼城县可以支付
广*职工养老保险可以补办理吗	宽*职工养老保险可以填补处理
储蓄分红险退保还有钱拿吗？	储蓄保险分红撤退和金钱吗?
在美*房屋保险的索赔程序是怎样的？	*在美国家庭保险索赔程序是怎样的?
屋顶漏雨修防水属于财产险责任吗	防水屋顶漏水维修责任和财产
喝酒后乙醇中毒,买了意外保险能报吗?	饮用酒精中毒后,买了意外保险能报吗?
网络互助保险属于保险范畴吗？	网络互助保险属于保险的范畴?
嘉*市生育险怎么报销？需要准备哪些资料	贾*城市生育保险报销吗?
车内财物被盗保险公司理赔吗	汽车被盗财产保险公司索赔
威*落地险办理手续	*出生保险手续
代位追偿哪年开始执行	代位追偿,开始执行
生育保险可以报销流产费用吗	生育保险报销可以堕胎
交保险1天能退保吗??	1天能支付保险投降吗? ?
城镇医疗保险跟新农合有什么区别	之间的区别是什么农民新医疗保险吗
泰康保险犹豫期内申请撤单几天可受理	泰康人寿保险犹豫期申请取消几天可以被接受
购买人身简易保险期间，受到意外伤害医疗费能否理赔？	简单的个人保险期间,意外伤害医疗索赔吗?
机动车辆保险与船舶保险以及航空保险的区别与联系	机动车辆保险和运输保险、航空保险的区别和关系
广*的车险能在杭*买吗	宽*汽车保险可以买*在杭州
泉*车牌号在莆*能交强险吗	春天还在实现* *车牌保险吗
轻微擦伤的事故可不可以算意外保险	轻微的刮事故可以意外保险
生育险报销有时间限制吗	有时间限制生育保险报销吗
退养老保险需要办什么手续或什么证件之类的	回到办手续的养老保险或证书
福*泉*的车牌在贵*可以买保险吗?	F许可春天在你的* * *可以买保险吗?
企业在职保险是什么意思	企业保险是什么意思
交通肇事报销保险公司要什么手续	在交通事故赔偿保险公司办什么手续
人寿财产保险车子保单可以贷款吗	生命财产保险汽车保险政策贷款
主险的主附区别	的主要风险的主要区别
支付宝防癌险续保还有等待期吗	支付宝癌症风险更新和等待期
职工生育保险卡的作用是什么	职工生育保险卡的作用是什么
外地车在晋*可以买强制险吗	外国汽车在金*可以买强制保险
东*的车牌在河*买交险验车能行吗	东* *购买支付保险检查汽车车牌在河里
阳光同一张保单可以多次贷款吗?	太阳与保险政策可以多次贷款吗?
呼*车在赤*上保险可以吗	呼吁红* *汽车保险
男方生育险报销条件及流程	男性生育保险报销条件和过程
可以在保险公司买本次飞机的人身意外险吗?	可以买飞机的个人保险的保险公司吗?
车辆保险什么是基本险，什么是附加险	车辆保险基本风险是什么,什么是附加险
保单犹豫期退保可电话办理吗？	政策犹豫期所有者可以电话吗?
商务签证保险怎么办理?	如何处理商务签证保险吗?
公共责任险和公众责任险有区别吗	有什么区别公共责任保险和公共责任保险
保险报销事后理赔与事前给付有什么区别	之间的区别是什么保险偿付索赔之后,预付款吗
我一个人可以同时买十家商业医疗保险吗	我一个人可以买10个商业医疗保险在同一时间
给孩子办保险需要父母的户口本吗	保险的孩子需要父母的户口本
生育险从萧*转入永*需要办理什么	生育保险从肖* *永远需要处理
夫妻离异后还有保险继承权吗	丈夫和妻子离婚后的继承和保险
广*买的汽车商业险可以在湖*理赔吗	宽*购买汽车业务风险可以*声称在湖上
购买商业保险税前扣除被认定为偷税吗	买商业保险扣除因逃税被认为是
买了意外险,加班过程中被钢筋砸伤了脚踝,可以赔付吗	买了一个牺牲品,加班是强化猛击他的脚踝在这个过程中,你可以支付
厦*生小孩生育保险办么办理	大厦*婴儿生育保险的姚明
